date,dow,distance_pct,ce_strike,pe_strike,spot,combined_entry,ce_entry,pe_entry,entry_hits_target_prem,mae_rs_per_share,mfe_rs_per_share,mae_breached_stop,same_day_exit,same_day_gross,same_day_net,expire_exit,expire_gross,expire_net,expired_worthless,status
2025-11-04,Tuesday,3.0,26600,25050,25822.6,2.1,1.2,0.9,0,0.05,2.0,0,0.15,127.0,-273.0,0.1,130.0,-270.0,1,ok
2025-11-04,Tuesday,4.0,26850,24800,25822.6,1.7,1.0,0.7,0,0.1,1.6,0,0.2,98.0,-302.0,0.1,104.0,-296.0,1,ok
2025-11-04,Tuesday,5.0,27100,24550,25822.6,1.25,0.7,0.55,0,0.15,1.1,0,0.2,68.0,-332.0,0.1,75.0,-325.0,1,ok
2025-11-11,Tuesday,1.0,26250,25750,25996.0,236.1,1.1,235.0,1,67.15,188.05,1,59.25,11495.0,11095.0,55.85,11716.0,11316.0,0,ok
2025-11-11,Tuesday,1.5,26400,25600,25996.0,101.85,0.85,101.0,1,58.8,101.75,1,0.15,6610.0,6210.0,0.1,6614.0,6214.0,1,ok
2025-11-11,Tuesday,2.0,26500,25500,25996.0,41.7,0.85,40.85,0,36.2,41.55,1,0.15,2701.0,2301.0,0.1,2704.0,2304.0,1,ok
2025-11-11,Tuesday,2.5,26650,25350,25996.0,7.35,0.65,6.7,0,7.1,7.25,1,0.15,468.0,68.0,0.1,471.0,71.0,1,ok
2025-11-11,Tuesday,3.0,26800,25200,25996.0,2.0,0.55,1.45,0,0.55,1.9,0,0.15,120.0,-280.0,0.1,124.0,-276.0,1,ok
2025-11-11,Tuesday,4.0,27050,24950,25996.0,1.35,0.45,0.9,0,0.1,1.25,0,0.1,81.0,-319.0,0.1,81.0,-319.0,1,ok
2025-11-11,Tuesday,5.0,27300,24700,25996.0,1.15,0.5,0.65,0,0.15,1.05,0,0.2,62.0,-338.0,0.1,68.0,-332.0,1,ok
2025-11-18,Tuesday,1.0,26550,26050,26290.0,162.55,1.2,161.35,1,18.4,111.0,1,139.85,1475.0,1075.0,139.1,1524.0,1124.0,0,ok
2025-11-18,Tuesday,1.5,26700,25900,26290.0,54.55,1.05,53.5,0,8.8,54.25,1,1.5,3448.0,3048.0,0.1,3539.0,3139.0,1,ok
2025-11-18,Tuesday,2.0,26800,25750,26290.0,10.95,0.85,10.1,0,1.25,10.8,0,0.2,699.0,299.0,0.1,705.0,305.0,1,ok
2025-11-18,Tuesday,2.5,26950,25650,26290.0,4.15,0.85,3.3,0,0.15,4.0,0,0.15,260.0,-140.0,0.1,263.0,-137.0,1,ok
2025-11-18,Tuesday,3.0,27100,25500,26290.0,2.0,0.65,1.35,0,0.2,1.9,0,0.2,117.0,-283.0,0.1,124.0,-276.0,1,ok
2025-11-18,Tuesday,4.0,27350,25250,26290.0,1.35,0.55,0.8,0,0.25,1.25,0,0.15,78.0,-322.0,0.1,81.0,-319.0,1,ok
2025-11-18,Tuesday,5.0,27600,25000,26290.0,1.2,0.5,0.7,0,0.1,1.1,0,0.1,71.0,-328.0,0.1,71.0,-328.0,1,ok
2025-11-25,Tuesday,1.0,26450,25900,26180.0,17.65,1.15,16.5,0,20.55,15.6,1,14.7,192.0,-208.0,15.75,123.0,-277.0,0,ok
2025-11-25,Tuesday,1.5,26550,25800,26180.0,6.0,0.95,5.05,0,4.8,5.8,1,0.25,374.0,-26.0,0.15,380.0,-20.0,1,ok
2025-11-25,Tuesday,2.0,26700,25650,26180.0,2.65,0.9,1.75,0,0.15,2.5,0,0.15,162.0,-238.0,0.15,162.0,-238.0,1,ok
2025-11-25,Tuesday,2.5,26850,25550,26180.0,2.15,0.7,1.45,0,0.15,2.0,0,0.2,127.0,-273.0,0.15,130.0,-270.0,1,ok
2025-11-25,Tuesday,3.0,26950,25400,26180.0,1.9,0.75,1.15,0,0.1,1.8,0,0.15,114.0,-286.0,0.1,117.0,-283.0,1,ok
2025-11-25,Tuesday,4.0,27250,25150,26180.0,1.6,0.65,0.95,0,0.1,1.45,0,0.2,91.0,-309.0,0.1,98.0,-302.0,1,ok
2025-11-25,Tuesday,5.0,27500,24850,26180.0,1.35,0.6,0.75,0,0.05,1.2,0,0.25,72.0,-328.0,0.1,81.0,-319.0,1,ok
2025-12-02,Tuesday,1.0,26850,26300,26560.9,220.55,1.15,219.4,1,83.8,27.95,1,271.4,-3305.0,-3705.0,268.1,-3091.0,-3491.0,0,ok
2025-12-02,Tuesday,1.5,26950,26150,26560.9,89.5,1.0,88.5,1,65.25,25.1,1,121.1,-2054.0,-2454.0,117.85,-1843.0,-2243.0,0,ok
2025-12-02,Tuesday,2.0,27100,26050,26560.9,35.65,0.95,34.7,0,20.45,22.05,1,21.15,943.0,543.0,18.0,1147.0,747.0,0,ok
2025-12-02,Tuesday,2.5,27200,25900,26560.9,6.1,0.85,5.25,0,1.15,6.0,0,0.1,390.0,-10.0,0.1,390.0,-10.0,1,ok
2025-12-02,Tuesday,3.0,27350,25750,26560.9,2.05,0.75,1.3,0,0.2,1.95,0,0.2,120.0,-280.0,0.1,127.0,-273.0,1,ok
2025-12-02,Tuesday,4.0,27600,25500,26560.9,1.45,0.7,0.75,0,0.15,1.35,0,0.15,84.0,-316.0,0.1,88.0,-312.0,1,ok
2025-12-02,Tuesday,5.0,27900,25250,26560.9,1.05,0.5,0.55,0,0.2,0.95,0,0.1,62.0,-338.0,0.1,62.0,-338.0,1,ok
2025-12-09,Tuesday,1.0,26450,25950,26198.0,209.55,2.5,207.05,1,0.05,163.25,0,112.05,6338.0,5938.0,110.55,6435.0,6035.0,0,ok
2025-12-09,Tuesday,1.5,26600,25800,26198.0,86.7,2.25,84.45,1,0.25,86.55,0,0.2,5622.0,5222.0,0.1,5629.0,5229.0,1,ok
2025-12-09,Tuesday,2.0,26700,25650,26198.0,21.25,2.05,19.2,0,0.05,21.15,0,0.15,1372.0,972.0,0.1,1375.0,975.0,1,ok
2025-12-09,Tuesday,2.5,26850,25550,26198.0,8.15,1.85,6.3,0,0.05,8.05,0,0.1,523.0,123.0,0.15,520.0,120.0,1,ok
2025-12-09,Tuesday,3.0,27000,25400,26198.0,3.75,1.75,2.0,0,0.05,3.65,0,0.1,237.0,-163.0,0.1,237.0,-163.0,1,ok
2025-12-09,Tuesday,4.0,27250,25150,26198.0,3.0,1.6,1.4,0,0.0,2.9,0,0.1,188.0,-212.0,0.1,188.0,-212.0,1,ok
2025-12-09,Tuesday,5.0,27500,24900,26198.0,2.45,1.35,1.1,0,0.0,2.35,0,0.1,153.0,-247.0,0.1,153.0,-247.0,1,ok
2025-12-16,Tuesday,1.0,26400,25900,26155.0,46.25,1.15,45.1,0,8.4,36.15,1,33.95,800.0,400.0,39.55,436.0,36.0,0,ok
2025-12-16,Tuesday,1.5,26550,25750,26155.0,6.2,0.95,5.25,0,1.8,6.1,0,0.1,397.0,-3.0,0.1,397.0,-3.0,1,ok
2025-12-16,Tuesday,2.0,26700,25650,26155.0,2.55,0.85,1.7,0,0.45,2.45,0,0.15,156.0,-244.0,0.1,159.0,-241.0,1,ok
2025-12-16,Tuesday,2.5,26800,25500,26155.0,1.8,0.75,1.05,0,0.2,1.7,0,0.1,110.0,-290.0,0.15,107.0,-293.0,1,ok
2025-12-16,Tuesday,3.0,26950,25350,26155.0,1.5,0.7,0.8,0,0.15,1.4,0,0.1,91.0,-309.0,0.1,91.0,-309.0,1,ok
2025-12-16,Tuesday,4.0,27200,25100,26155.0,1.3,0.6,0.7,0,0.2,1.2,0,0.15,75.0,-325.0,0.1,78.0,-322.0,1,ok
2025-12-16,Tuesday,5.0,27450,24850,26155.0,1.15,0.55,0.6,0,0.25,1.05,0,0.15,65.0,-335.0,0.15,65.0,-335.0,1,ok
2025-12-23,Tuesday,1.0,26800,26300,26542.2,134.15,0.55,133.6,1,10.65,58.7,1,121.45,826.0,426.0,122.25,774.0,374.0,0,ok
2025-12-23,Tuesday,1.5,26950,26150,26542.2,27.8,0.55,27.25,0,2.05,27.65,1,0.15,1797.0,1397.0,0.15,1797.0,1397.0,1,ok
2025-12-23,Tuesday,2.0,27050,26000,26542.2,4.25,0.45,3.8,0,0.1,4.15,0,0.15,266.0,-134.0,0.1,270.0,-130.0,1,ok
2025-12-23,Tuesday,2.5,27200,25900,26542.2,2.35,0.5,1.85,0,0.1,2.2,0,0.15,143.0,-257.0,0.15,143.0,-257.0,1,ok
2025-12-23,Tuesday,3.0,27350,25750,26542.2,1.7,0.4,1.3,0,0.2,1.55,0,0.2,98.0,-302.0,0.1,104.0,-296.0,1,ok
2025-12-23,Tuesday,4.0,27600,25500,26542.2,1.35,0.4,0.95,0,0.3,1.25,0,0.1,81.0,-319.0,0.1,81.0,-319.0,1,ok
2025-12-23,Tuesday,5.0,27850,25200,26542.2,1.15,0.35,0.8,0,0.25,1.05,0,0.1,68.0,-332.0,0.15,65.0,-335.0,1,ok
2025-12-30,Tuesday,1.0,26350,25850,26106.0,11.3,1.05,10.25,0,3.0,11.15,1,0.15,725.0,325.0,0.1,728.0,328.0,1,ok
2025-12-30,Tuesday,1.5,26500,25700,26106.0,2.35,0.85,1.5,0,0.0,2.25,0,0.1,146.0,-254.0,0.1,146.0,-254.0,1,ok
2025-12-30,Tuesday,2.0,26650,25600,26106.0,1.7,0.65,1.05,0,0.1,1.6,0,0.15,101.0,-299.0,0.1,104.0,-296.0,1,ok
2025-12-30,Tuesday,2.5,26750,25450,26106.0,1.4,0.55,0.85,0,0.05,1.3,0,0.15,81.0,-319.0,0.1,84.0,-316.0,1,ok
2025-12-30,Tuesday,3.0,26900,25300,26106.0,1.2,0.45,0.75,0,0.05,1.1,0,0.1,71.0,-328.0,0.1,71.0,-328.0,1,ok
2025-12-30,Tuesday,4.0,27150,25050,26106.0,1.05,0.45,0.6,0,0.0,0.95,0,0.15,58.0,-342.0,0.15,58.0,-342.0,1,ok
2025-12-30,Tuesday,5.0,27400,24800,26106.0,0.8,0.3,0.5,0,0.05,0.7,0,0.15,42.0,-358.0,0.1,46.0,-354.0,1,ok
2026-01-06,Tuesday,1.0,26800,26250,26530.0,31.9,0.4,31.5,0,89.6,2.15,1,77.1,-2938.0,-3338.0,70.45,-2506.0,-2906.0,0,ok
2026-01-06,Tuesday,1.5,26950,26150,26530.0,8.2,0.45,7.75,0,27.45,8.1,1,0.2,520.0,120.0,0.1,526.0,126.0,1,ok
2026-01-06,Tuesday,2.0,27050,26000,26530.0,2.1,0.35,1.75,0,0.9,2.0,0,0.2,124.0,-276.0,0.15,127.0,-273.0,1,ok
2026-01-06,Tuesday,2.5,27200,25850,26530.0,1.3,0.3,1.0,0,0.15,1.2,0,0.1,78.0,-322.0,0.1,78.0,-322.0,1,ok
2026-01-06,Tuesday,3.0,27350,25750,26530.0,1.2,0.35,0.85,0,0.1,1.1,0,0.1,71.0,-328.0,0.1,71.0,-328.0,1,ok
2026-01-06,Tuesday,4.0,27600,25450,26530.0,0.95,0.3,0.65,0,0.1,0.85,0,0.15,52.0,-348.0,0.1,55.0,-345.0,1,ok
2026-01-06,Tuesday,5.0,27850,25200,26530.0,0.85,0.3,0.55,0,0.05,0.75,0,0.1,49.0,-351.0,0.1,49.0,-351.0,1,ok
2026-01-13,Tuesday,1.0,26350,25850,26091.0,155.35,1.9,153.45,1,93.0,97.0,1,110.95,2886.0,2486.0,117.0,2493.0,2093.0,0,ok
2026-01-13,Tuesday,1.5,26500,25700,26091.0,56.15,1.65,54.5,0,42.65,55.95,1,0.25,3634.0,3234.0,0.15,3640.0,3240.0,1,ok
2026-01-13,Tuesday,2.0,26600,25550,26091.0,13.85,1.45,12.4,0,0.1,13.75,0,0.2,887.0,487.0,0.1,894.0,494.0,1,ok
2026-01-13,Tuesday,2.5,26750,25450,26091.0,5.85,1.25,4.6,0,0.1,5.75,0,0.1,374.0,-26.0,0.1,374.0,-26.0,1,ok
2026-01-13,Tuesday,3.0,26850,25300,26091.0,2.75,1.1,1.65,0,0.0,2.6,0,0.15,169.0,-231.0,0.1,172.0,-228.0,1,ok
2026-01-13,Tuesday,4.0,27150,25050,26091.0,1.85,0.85,1.0,0,0.15,1.75,0,0.15,111.0,-290.0,0.1,114.0,-286.0,1,ok
2026-01-13,Tuesday,5.0,27400,24800,26091.0,1.6,0.8,0.8,0,0.15,1.5,0,0.15,94.0,-306.0,0.1,98.0,-302.0,1,ok
2026-01-20,Tuesday,1.0,25900,25400,25642.0,32.9,2.4,30.5,0,138.5,23.1,1,168.7,-8827.0,-9227.0,171.75,-9025.0,-9425.0,0,ok
2026-01-20,Tuesday,1.5,26050,25250,25642.0,7.25,1.85,5.4,0,15.2,6.8,1,19.65,-806.0,-1206.0,22.45,-988.0,-1388.0,0,ok
2026-01-20,Tuesday,2.0,26150,25150,25642.0,3.95,1.65,2.3,0,0.05,3.7,0,0.9,198.0,-202.0,0.2,244.0,-156.0,1,ok
2026-01-20,Tuesday,2.5,26300,25000,25642.0,2.55,1.3,1.25,0,0.05,2.45,0,0.3,146.0,-254.0,0.15,156.0,-244.0,1,ok
2026-01-20,Tuesday,3.0,26400,24850,25642.0,2.0,1.15,0.85,0,0.3,1.9,0,0.25,114.0,-286.0,0.1,124.0,-276.0,1,ok
2026-01-20,Tuesday,4.0,26650,24600,25642.0,1.55,0.95,0.6,0,0.5,1.45,0,0.15,91.0,-309.0,0.1,94.0,-306.0,1,ok
2026-01-20,Tuesday,5.0,26900,24350,25642.0,1.45,0.8,0.65,0,0.35,1.3,0,0.25,78.0,-322.0,0.15,85.0,-316.0,1,ok
2026-01-27,Tuesday,1.0,25400,24900,25159.7,25.65,10.35,15.3,0,22.4,25.45,1,0.35,1644.0,1244.0,0.15,1658.0,1258.0,1,ok
2026-01-27,Tuesday,1.5,25550,24800,25159.7,10.25,2.75,7.5,0,11.4,10.1,1,0.2,653.0,253.0,0.1,660.0,260.0,1,ok
2026-01-27,Tuesday,2.0,25650,24650,25159.7,4.35,1.6,2.75,0,1.95,4.2,0,0.25,266.0,-134.0,0.1,276.0,-124.0,1,ok
2026-01-27,Tuesday,2.5,25800,24550,25159.7,3.0,1.2,1.8,0,0.5,2.9,0,0.1,188.0,-212.0,0.15,185.0,-215.0,1,ok
2026-01-27,Tuesday,3.0,25900,24400,25159.7,2.45,1.15,1.3,0,0.1,2.3,0,0.2,146.0,-254.0,0.1,153.0,-247.0,1,ok
2026-01-27,Tuesday,4.0,26150,24150,25159.7,1.9,0.95,0.95,0,0.2,1.75,0,0.15,114.0,-286.0,0.15,114.0,-286.0,1,ok
2026-01-27,Tuesday,5.0,26400,23900,25159.7,1.45,0.75,0.7,0,0.15,1.35,0,0.1,88.0,-312.0,0.1,88.0,-312.0,1,ok
2026-02-03,Tuesday,1.0,26350,25800,26082.7,161.65,4.85,156.8,1,61.95,141.1,1,78.25,5421.0,5021.0,71.0,5892.0,5492.0,0,ok
2026-02-03,Tuesday,1.5,26450,25700,26082.7,101.7,3.65,98.05,1,50.2,101.25,1,1.15,6536.0,6136.0,0.1,6604.0,6204.0,1,ok
2026-02-03,Tuesday,2.0,26600,25550,26082.7,44.35,2.45,41.9,0,30.15,44.1,1,0.25,2866.0,2466.0,0.1,2876.0,2476.0,1,ok
2026-02-03,Tuesday,2.5,26750,25450,26082.7,24.35,2.05,22.3,0,19.2,24.15,1,0.25,1566.0,1166.0,0.15,1573.0,1173.0,1,ok
2026-02-03,Tuesday,3.0,26850,25300,26082.7,11.2,1.9,9.3,0,7.8,11.05,1,0.15,718.0,318.0,0.1,722.0,322.0,1,ok
2026-02-03,Tuesday,4.0,27150,25050,26082.7,5.6,1.4,4.2,0,1.7,5.5,0,0.15,354.0,-46.0,0.1,358.0,-42.0,1,ok
2026-02-03,Tuesday,5.0,27400,24800,26082.7,3.6,1.05,2.55,0,0.4,3.5,0,0.1,227.0,-173.0,0.1,227.0,-173.0,1,ok
2026-02-10,Tuesday,1.0,26600,26050,26320.0,113.1,0.85,112.25,1,45.1,42.7,1,107.8,344.0,-56.0,117.45,-283.0,-683.0,0,ok
2026-02-10,Tuesday,1.5,26700,25950,26320.0,44.85,0.65,44.2,0,18.1,43.35,1,8.0,2395.0,1995.0,17.35,1788.0,1388.0,0,ok
2026-02-10,Tuesday,2.0,26850,25800,26320.0,9.45,0.65,8.8,0,0.55,9.3,0,0.15,604.0,204.0,0.1,608.0,208.0,1,ok
2026-02-10,Tuesday,2.5,27000,25650,26320.0,4.3,0.5,3.8,0,0.45,4.2,0,0.15,270.0,-130.0,0.2,266.0,-134.0,1,ok
2026-02-10,Tuesday,3.0,27100,25550,26320.0,3.55,0.5,3.05,0,0.55,3.45,0,0.1,224.0,-176.0,0.1,224.0,-176.0,1,ok
2026-02-10,Tuesday,4.0,27350,25250,26320.0,2.45,0.5,1.95,0,0.65,2.35,0,0.1,153.0,-247.0,0.1,153.0,-247.0,1,ok
2026-02-10,Tuesday,5.0,27650,25000,26320.0,1.85,0.4,1.45,0,0.6,1.75,0,0.1,114.0,-286.0,0.1,114.0,-286.0,1,ok
2026-02-17,Tuesday,1.0,25950,25400,25670.0,6.7,3.1,3.6,0,3.15,6.6,1,0.1,429.0,29.0,0.15,426.0,26.0,1,ok
2026-02-17,Tuesday,1.5,26050,25300,25670.0,4.15,1.9,2.25,0,1.25,4.05,0,0.15,260.0,-140.0,0.15,260.0,-140.0,1,ok
2026-02-17,Tuesday,2.0,26200,25150,25670.0,2.8,1.15,1.65,0,0.25,2.7,0,0.1,175.0,-225.0,0.1,175.0,-225.0,1,ok
2026-02-17,Tuesday,2.5,26300,25050,25670.0,2.45,0.95,1.5,0,0.2,2.35,0,0.1,153.0,-247.0,0.1,153.0,-247.0,1,ok
2026-02-17,Tuesday,3.0,26450,24900,25670.0,2.0,0.8,1.2,0,0.15,1.9,0,0.15,120.0,-280.0,0.1,124.0,-276.0,1,ok
2026-02-17,Tuesday,4.0,26700,24650,25670.0,1.45,0.5,0.95,0,0.15,1.35,0,0.1,88.0,-312.0,0.1,88.0,-312.0,1,ok
2026-02-17,Tuesday,5.0,26950,24400,25670.0,1.2,0.45,0.75,0,0.1,1.1,0,0.1,71.0,-328.0,0.1,71.0,-328.0,1,ok
2026-02-24,Tuesday,1.0,26100,25600,25840.0,114.55,1.65,112.9,1,151.5,22.7,1,178.9,-4183.0,-4583.0,173.65,-3841.0,-4242.0,0,ok
2026-02-24,Tuesday,1.5,26250,25450,25840.0,35.25,1.4,33.85,0,87.9,24.8,1,28.8,419.0,19.0,23.25,780.0,380.0,0,ok
2026-02-24,Tuesday,2.0,26350,25300,25840.0,8.85,1.2,7.65,0,17.0,8.75,1,0.15,566.0,166.0,0.15,566.0,166.0,1,ok
2026-02-24,Tuesday,2.5,26500,25200,25840.0,4.45,1.15,3.3,0,2.35,4.35,1,0.1,283.0,-117.0,0.1,283.0,-117.0,1,ok
2026-02-24,Tuesday,3.0,26600,25050,25840.0,2.85,1.0,1.85,0,0.05,2.7,0,0.2,172.0,-228.0,0.1,179.0,-221.0,1,ok
2026-02-24,Tuesday,4.0,26850,24800,25840.0,2.05,0.8,1.25,0,0.1,1.9,0,0.15,124.0,-276.0,0.1,127.0,-273.0,1,ok
2026-02-24,Tuesday,5.0,27150,24550,25840.0,1.5,0.7,0.8,0,0.1,1.4,0,0.15,88.0,-312.0,0.1,91.0,-309.0,1,ok
2026-03-10,Tuesday,1.0,24700,24200,24468.0,143.2,1.7,141.5,1,0.0,143.05,0,0.15,9298.0,8898.0,0.1,9302.0,8902.0,1,ok
2026-03-10,Tuesday,1.5,24850,24100,24468.0,85.0,1.15,83.85,1,0.0,84.9,0,0.15,5515.0,5115.0,0.1,5518.0,5118.0,1,ok
2026-03-10,Tuesday,2.0,24950,24000,24468.0,46.65,1.0,45.65,0,0.0,46.55,0,0.15,3022.0,2622.0,0.1,3026.0,2626.0,1,ok
2026-03-10,Tuesday,2.5,25100,23850,24468.0,17.55,0.7,16.85,0,0.0,17.4,0,0.15,1131.0,731.0,0.1,1134.0,734.0,1,ok
2026-03-10,Tuesday,3.0,25200,23750,24468.0,9.4,0.7,8.7,0,0.0,9.3,0,0.15,601.0,201.0,0.1,604.0,204.0,1,ok
2026-03-10,Tuesday,4.0,25450,23500,24468.0,3.05,0.55,2.5,0,0.05,2.95,0,0.1,192.0,-208.0,0.1,192.0,-208.0,1,ok
2026-03-10,Tuesday,5.0,25700,23250,24468.0,1.5,0.4,1.1,0,0.1,1.4,0,0.1,91.0,-309.0,0.15,88.0,-312.0,1,ok
2026-03-17,Tuesday,1.0,23750,23300,23524.3,27.45,6.7,20.75,0,27.2,27.3,1,0.2,1771.0,1371.0,0.1,1778.0,1378.0,1,ok
2026-03-17,Tuesday,1.5,23900,23150,23524.3,8.85,1.7,7.15,0,7.7,8.7,1,0.2,562.0,162.0,0.2,562.0,162.0,1,ok
2026-03-17,Tuesday,2.0,24000,23050,23524.3,5.45,1.15,4.3,0,2.75,5.35,1,0.2,341.0,-59.0,0.15,344.0,-56.0,1,ok
2026-03-17,Tuesday,2.5,24100,22950,23524.3,3.6,0.65,2.95,0,0.75,3.5,0,0.15,224.0,-176.0,0.1,228.0,-172.0,1,ok
2026-03-17,Tuesday,3.0,24250,22800,23524.3,2.4,0.55,1.85,0,0.15,2.3,0,0.15,146.0,-254.0,0.15,146.0,-254.0,1,ok
2026-03-17,Tuesday,4.0,24450,22600,23524.3,1.65,0.45,1.2,0,0.1,1.55,0,0.1,101.0,-299.0,0.1,101.0,-299.0,1,ok
2026-03-17,Tuesday,5.0,24700,22350,23524.3,1.3,0.4,0.9,0,0.05,1.2,0,0.1,78.0,-322.0,0.1,78.0,-322.0,1,ok
2026-03-24,Tuesday,1.0,22950,22500,22744.3,51.4,28.7,22.7,0,93.4,51.15,1,0.25,3325.0,2925.0,0.1,3334.0,2934.0,1,ok
2026-03-24,Tuesday,1.5,23100,22400,22744.3,19.65,8.7,10.95,0,48.1,19.5,1,0.15,1268.0,868.0,0.15,1268.0,868.0,1,ok
2026-03-24,Tuesday,2.0,23200,22300,22744.3,9.4,4.15,5.25,0,27.25,9.25,1,0.2,598.0,198.0,0.1,604.0,204.0,1,ok
2026-03-24,Tuesday,2.5,23300,22200,22744.3,4.85,2.15,2.7,0,13.3,4.7,1,0.2,302.0,-98.0,0.15,305.0,-95.0,1,ok
2026-03-24,Tuesday,3.0,23450,22050,22744.3,2.65,1.25,1.4,0,4.0,2.55,1,0.1,166.0,-234.0,0.1,166.0,-234.0,1,ok
2026-03-24,Tuesday,4.0,23650,21850,22744.3,1.5,0.8,0.7,0,1.05,1.4,0,0.1,91.0,-309.0,0.1,91.0,-309.0,1,ok
2026-03-24,Tuesday,5.0,23900,21600,22744.3,0.95,0.55,0.4,0,0.25,0.85,0,0.15,52.0,-348.0,0.1,55.0,-345.0,1,ok
2026-04-07,Tuesday,1.0,23300,22850,23092.0,83.05,5.95,77.1,1,17.55,82.85,1,0.25,5382.0,4982.0,0.15,5388.0,4988.0,1,ok
2026-04-07,Tuesday,1.5,23450,22750,23092.0,44.2,2.0,42.2,0,9.6,44.05,1,0.25,2857.0,2457.0,0.1,2866.0,2466.0,1,ok
2026-04-07,Tuesday,2.0,23550,22650,23092.0,22.6,1.15,21.45,0,3.55,22.45,1,0.25,1453.0,1053.0,0.15,1459.0,1059.0,1,ok
2026-04-07,Tuesday,2.5,23650,22500,23092.0,8.2,0.85,7.35,0,0.35,8.05,0,0.15,523.0,123.0,0.1,526.0,126.0,1,ok
2026-04-07,Tuesday,3.0,23800,22400,23092.0,4.35,0.6,3.75,0,0.0,4.2,0,0.2,270.0,-130.0,0.1,276.0,-124.0,1,ok
2026-04-07,Tuesday,4.0,24000,22150,23092.0,1.7,0.45,1.25,0,0.15,1.6,0,0.1,104.0,-296.0,0.1,104.0,-296.0,1,ok
2026-04-07,Tuesday,5.0,24250,21950,23092.0,1.15,0.35,0.8,0,0.05,1.05,0,0.1,68.0,-332.0,0.1,68.0,-332.0,1,ok
