date,expiry,dte,weekday,entry_time,exit_time,spot_entry,atm_strike,mp_strike_proxy,mp_dist_pct,gap_pct,intraday_pct_to_1030,intraday_range_pct_to_1030,vix_proxy,ce_entry,pe_entry,entry_premium,ce_exit,pe_exit,exit_premium,pnl_per_share,pnl_per_lot_gross,pnl_per_lot_net,rs_per_cr,rs_per_cr_axis,rs_per_cr_monarch
2026-03-09,2026-03-10,1,Monday,10:30,12:00,23864.4,23850,25000,4.759,-2.932,0.105,1.051,14.7,176.6,242.0,418.6,226.0,182.1,408.1,10.5,788.0,588.0,25000.0,33000.0,32660.0
2026-03-09,2026-03-10,1,Monday,10:30,13:00,23864.4,23850,25000,4.759,-2.932,0.105,1.051,14.7,176.6,242.0,418.6,247.65,183.05,430.7,-12.1,-908.0,-1108.0,-47128.0,-39128.0,-39468.0
2026-03-09,2026-03-10,1,Monday,10:30,15:25,23864.4,23850,25000,4.759,-2.932,0.105,1.051,14.7,176.6,242.0,418.6,296.0,126.9,422.9,-4.3,-322.0,-522.0,-22234.0,-14234.0,-14574.0
2026-03-16,2026-03-17,1,Monday,09:30,11:00,23262.1,23250,23200,0.267,0.029,0.612,1.171,18.55,151.35,196.6,347.95,89.0,296.2,385.2,-37.25,-2794.0,-2994.0,-127394.0,-119394.0,-119734.0
2026-03-16,2026-03-17,1,Monday,09:30,12:00,23262.1,23250,23200,0.267,0.029,0.612,1.171,18.55,151.35,196.6,347.95,131.85,225.4,357.25,-9.3,-698.0,-898.0,-38191.0,-30191.0,-30532.0
2026-03-16,2026-03-17,1,Monday,09:30,13:00,23262.1,23250,23200,0.267,0.029,0.612,1.171,18.55,151.35,196.6,347.95,113.8,229.65,343.45,4.5,338.0,138.0,5851.0,13851.0,13511.0
2026-03-16,2026-03-17,1,Monday,09:30,15:25,23262.1,23250,23200,0.267,0.029,0.612,1.171,18.55,151.35,196.6,347.95,204.05,109.7,313.75,34.2,2565.0,2365.0,100638.0,108638.0,108298.0
2026-03-16,2026-03-17,1,Monday,10:00,11:00,23250.7,23250,23200,0.218,0.029,0.612,1.171,18.55,150.75,204.4,355.15,89.0,296.2,385.2,-30.05,-2254.0,-2454.0,-104415.0,-96415.0,-96755.0
2026-03-16,2026-03-17,1,Monday,10:00,12:00,23250.7,23250,23200,0.218,0.029,0.612,1.171,18.55,150.75,204.4,355.15,131.85,225.4,357.25,-2.1,-158.0,-358.0,-15213.0,-7213.0,-7553.0
2026-03-16,2026-03-17,1,Monday,10:00,13:00,23250.7,23250,23200,0.218,0.029,0.612,1.171,18.55,150.75,204.4,355.15,113.8,229.65,343.45,11.7,877.0,677.0,28830.0,36830.0,36489.0
2026-03-16,2026-03-17,1,Monday,10:00,15:25,23250.7,23250,23200,0.218,0.029,0.612,1.171,18.55,150.75,204.4,355.15,204.05,109.7,313.75,41.4,3105.0,2905.0,123617.0,131617.0,131277.0
2026-03-16,2026-03-17,1,Monday,10:30,11:00,23120.3,23100,23200,0.345,0.029,0.612,1.171,18.55,165.55,199.0,364.55,148.3,206.6,354.9,9.65,724.0,524.0,22287.0,30287.0,29947.0
2026-03-16,2026-03-17,1,Monday,10:30,12:00,23120.3,23100,23200,0.345,0.029,0.612,1.171,18.55,165.55,199.0,364.55,209.1,153.7,362.8,1.75,131.0,-69.0,-2926.0,5074.0,4734.0
