date,expiry,dte,weekday,entry_time,exit_time,spot_entry,atm_strike,mp_strike_proxy,mp_dist_pct,gap_pct,intraday_pct_to_1030,intraday_range_pct_to_1030,vix_proxy,ce_entry,pe_entry,entry_premium,ce_exit,pe_exit,exit_premium,pnl_per_share,pnl_per_lot_gross,pnl_per_lot_net,rs_per_cr,rs_per_cr_axis,rs_per_cr_monarch
2025-07-28,2025-07-31,3,Monday,10:00,15:25,24838.0,24850,25000,0.652,-0.557,0.467,0.701,9.17,105.3,122.9,228.2,55.25,196.15,251.4,-23.2,-1740.0,-1940.0,-82553.0,-74553.0,-74894.0
2025-05-14,2025-05-15,1,Wednesday,09:30,13:00,24754.9,24750,24700,0.222,0.095,0.551,0.768,21.36,89.45,159.95,249.4,34.6,237.95,272.55,-23.15,-1736.0,-1936.0,-82394.0,-74394.0,-74734.0
2025-11-19,2025-11-25,4,Wednesday,10:00,15:25,25948.6,25950,26000,0.198,0.024,0.154,0.438,11.59,144.05,142.15,286.2,212.9,96.4,309.3,-23.1,-1732.0,-1932.0,-82234.0,-74234.0,-74574.0
2025-10-31,2025-11-04,2,Friday,10:30,15:25,25990.0,26000,26000,0.038,-0.097,0.058,0.574,13.39,58.4,181.7,240.1,40.5,222.6,263.1,-23.0,-1725.0,-1925.0,-81915.0,-73915.0,-74255.0
2025-07-18,2025-07-24,4,Friday,10:00,13:00,25095.0,25100,25200,0.418,-0.01,0.612,0.675,10.17,111.75,140.4,252.15,82.0,193.1,275.1,-22.95,-1721.0,-1921.0,-81755.0,-73755.0,-74096.0
2026-02-27,2026-03-02,1,Friday,09:30,12:00,25508.5,25500,25500,0.033,-0.261,0.415,0.634,15.58,60.4,181.0,241.4,40.75,223.55,264.3,-22.9,-1718.0,-1918.0,-81596.0,-73596.0,-73936.0
2025-12-10,2025-12-16,4,Wednesday,10:00,11:00,25995.3,26000,26000,0.018,-0.295,0.59,0.69,10.8,91.9,166.95,258.85,72.35,209.3,281.65,-22.8,-1710.0,-1910.0,-81277.0,-73277.0,-73617.0
2026-01-12,2026-01-13,1,Monday,10:00,12:00,25670.0,25650,25700,0.117,-0.732,0.329,0.593,8.78,51.6,115.3,166.9,25.55,164.1,189.65,-22.75,-1706.0,-1906.0,-81117.0,-73117.0,-73457.0
2025-08-08,2025-08-14,4,Friday,10:30,15:25,24535.4,24550,24600,0.263,-0.186,0.523,0.726,8.53,106.45,169.0,275.45,70.45,227.75,298.2,-22.75,-1706.0,-1906.0,-81117.0,-73117.0,-73457.0
2026-02-19,2026-02-24,3,Thursday,09:30,11:00,25815.0,25800,25800,0.058,0.084,0.363,0.533,14.98,127.2,107.6,234.8,101.75,155.75,257.5,-22.7,-1702.0,-1902.0,-80957.0,-72957.0,-73298.0
2026-01-09,2026-01-13,2,Friday,10:00,11:00,26008.1,26000,26000,0.031,0.004,0.124,0.366,9.01,59.95,130.75,190.7,36.8,176.6,213.4,-22.7,-1702.0,-1902.0,-80957.0,-72957.0,-73298.0
2025-11-06,2025-11-11,3,Thursday,10:00,15:25,25760.0,25750,25700,0.233,0.16,0.368,0.641,13.94,85.2,157.1,242.3,35.6,229.15,264.75,-22.45,-1684.0,-1884.0,-80160.0,-72160.0,-72500.0
2026-04-29,2026-05-05,4,Wednesday,09:30,12:00,24201.0,24200,24100,0.417,0.558,1.044,1.16,30.09,159.0,218.2,377.2,261.0,138.65,399.65,-22.45,-1684.0,-1884.0,-80160.0,-72160.0,-72500.0
2025-10-23,2025-10-28,3,Thursday,09:30,15:25,26146.0,26150,26000,0.558,1.144,0.079,0.665,12.89,124.2,126.7,250.9,43.3,230.05,273.35,-22.45,-1684.0,-1884.0,-80160.0,-72160.0,-72500.0
2025-08-20,2025-08-21,1,Wednesday,09:30,12:00,24971.8,24950,25000,0.113,-0.244,0.217,0.285,10.82,63.85,73.0,136.85,125.35,33.95,159.3,-22.45,-1684.0,-1884.0,-80160.0,-72160.0,-72500.0
2025-05-02,2025-05-08,4,Friday,09:30,11:00,24640.0,24650,24400,0.974,0.08,0.968,1.305,15.87,141.6,221.15,362.75,94.75,290.4,385.15,-22.4,-1680.0,-1880.0,-80000.0,-72000.0,-72340.0
2025-07-25,2025-07-31,4,Friday,09:30,15:25,25011.7,25000,25000,0.047,-0.283,0.476,0.572,9.15,131.4,122.75,254.15,66.3,210.2,276.5,-22.35,-1676.0,-1876.0,-79840.0,-71840.0,-72181.0
2025-10-17,2025-10-20,1,Friday,09:30,13:00,25661.9,25650,25600,0.241,-0.104,0.41,0.578,10.7,76.2,102.5,178.7,134.85,66.1,200.95,-22.25,-1669.0,-1869.0,-79521.0,-71521.0,-71862.0
2025-08-20,2025-08-21,1,Wednesday,09:30,13:00,24971.8,24950,25000,0.113,-0.244,0.217,0.285,10.82,63.85,73.0,136.85,132.6,26.4,159.0,-22.15,-1661.0,-1861.0,-79202.0,-71202.0,-71543.0
2025-07-11,2025-07-17,4,Friday,10:30,11:00,25295.8,25300,25500,0.807,-0.311,0.118,0.363,11.45,104.75,144.05,248.8,88.05,182.8,270.85,-22.05,-1654.0,-1854.0,-78883.0,-70883.0,-71223.0
2025-10-08,2025-10-14,4,Wednesday,09:30,11:00,25270.1,25250,25200,0.277,-0.088,0.056,0.424,9.35,87.9,127.0,214.9,51.5,185.3,236.8,-21.9,-1643.0,-1843.0,-78404.0,-70404.0,-70745.0
2025-10-30,2025-11-04,3,Thursday,09:30,11:00,26120.3,26100,26000,0.461,-0.234,0.456,0.68,13.5,89.6,180.3,269.9,69.5,222.25,291.75,-21.85,-1639.0,-1839.0,-78245.0,-70245.0,-70585.0
2026-03-18,2026-03-24,4,Wednesday,10:30,12:00,23732.5,23750,23700,0.137,0.208,0.331,0.529,18.95,204.3,237.4,441.7,257.95,205.6,463.55,-21.85,-1639.0,-1839.0,-78245.0,-70245.0,-70585.0
2026-04-29,2026-05-05,4,Wednesday,10:00,11:00,24292.0,24300,24100,0.79,0.558,1.044,1.16,30.09,148.9,224.6,373.5,214.2,181.05,395.25,-21.75,-1631.0,-1831.0,-77926.0,-69926.0,-70266.0
2025-06-18,2025-06-19,1,Wednesday,10:00,15:25,24946.0,24950,24900,0.184,-0.079,0.3,0.659,11.63,81.75,111.6,193.35,29.7,185.3,215.0,-21.65,-1624.0,-1824.0,-77606.0,-69606.0,-69947.0
2025-05-26,2025-05-29,3,Monday,10:00,11:00,25099.5,25100,25000,0.396,0.241,0.22,0.756,19.27,200.55,201.0,401.55,170.7,252.5,423.2,-21.65,-1624.0,-1824.0,-77606.0,-69606.0,-69947.0
2025-08-08,2025-08-14,4,Friday,09:30,11:00,24584.2,24600,24600,0.064,-0.186,0.523,0.726,8.53,105.65,166.1,271.75,76.15,217.15,293.3,-21.55,-1616.0,-1816.0,-77287.0,-69287.0,-69628.0
2025-06-02,2025-06-05,3,Monday,10:30,12:00,24705.0,24700,24800,0.385,-0.213,0.419,0.806,19.39,165.7,252.45,418.15,206.05,233.55,439.6,-21.45,-1609.0,-1809.0,-76968.0,-68968.0,-69309.0
2026-02-27,2026-03-02,1,Friday,10:00,13:00,25470.0,25450,25500,0.118,-0.261,0.415,0.634,15.58,62.95,169.5,232.45,47.0,206.85,253.85,-21.4,-1605.0,-1805.0,-76809.0,-68809.0,-69149.0
2025-07-14,2025-07-17,3,Monday,10:00,12:00,25192.0,25200,25500,1.223,-0.297,0.241,0.534,11.05,89.6,139.35,228.95,55.25,195.0,250.25,-21.3,-1598.0,-1798.0,-76489.0,-68489.0,-68830.0
2025-11-06,2025-11-11,3,Thursday,10:00,12:00,25760.0,25750,25700,0.233,0.16,0.368,0.641,13.94,85.2,157.1,242.3,52.9,210.65,263.55,-21.25,-1594.0,-1794.0,-76330.0,-68330.0,-68670.0
2025-09-04,2025-09-09,3,Thursday,09:30,13:00,25009.9,25000,25000,0.04,0.428,0.062,0.491,10.22,71.0,142.0,213.0,48.35,185.7,234.05,-21.05,-1579.0,-1779.0,-75691.0,-67691.0,-68032.0
2025-05-14,2025-05-15,1,Wednesday,10:30,12:00,24785.5,24800,24700,0.345,0.095,0.551,0.768,21.36,67.1,155.3,222.4,44.7,198.75,243.45,-21.05,-1579.0,-1779.0,-75691.0,-67691.0,-68032.0
2026-01-21,2026-01-27,4,Wednesday,10:30,12:00,25146.0,25150,26000,3.396,-0.125,0.367,0.768,9.53,148.55,156.45,305.0,143.35,182.7,326.05,-21.05,-1579.0,-1779.0,-75691.0,-67691.0,-68032.0
2026-02-02,2026-02-03,1,Monday,10:30,11:00,24911.7,24900,25500,2.362,-2.458,0.416,0.915,10.89,99.3,158.9,258.2,68.75,210.3,279.05,-20.85,-1564.0,-1764.0,-75053.0,-67053.0,-67394.0
2025-12-12,2025-12-16,2,Friday,10:00,11:00,26117.0,26100,26000,0.448,0.331,0.119,0.416,11.12,61.0,130.35,191.35,41.7,170.4,212.1,-20.75,-1556.0,-1756.0,-74734.0,-66734.0,-67074.0
2026-04-16,2026-04-21,3,Thursday,10:30,13:00,24310.0,24300,25000,2.838,-0.718,0.186,0.509,32.17,190.3,192.9,383.2,117.7,286.15,403.85,-20.65,-1549.0,-1749.0,-74415.0,-66415.0,-66755.0
2025-05-14,2025-05-15,1,Wednesday,10:30,11:00,24785.5,24800,24700,0.345,0.095,0.551,0.768,21.36,67.1,155.3,222.4,52.2,190.8,243.0,-20.6,-1545.0,-1745.0,-74255.0,-66255.0,-66596.0
2026-01-12,2026-01-13,1,Monday,09:30,12:00,25672.5,25650,25700,0.107,-0.732,0.329,0.593,8.78,58.65,110.45,169.1,25.55,164.1,189.65,-20.55,-1541.0,-1741.0,-74096.0,-66096.0,-66436.0
2026-03-18,2026-03-24,4,Wednesday,10:00,12:00,23697.0,23700,23700,0.013,0.208,0.331,0.529,18.95,217.85,236.9,454.75,288.15,187.15,475.3,-20.55,-1541.0,-1741.0,-74096.0,-66096.0,-66436.0
2025-07-02,2025-07-03,1,Wednesday,10:00,11:00,25643.0,25650,25600,0.168,-0.957,0.133,0.349,11.97,39.0,136.5,175.5,24.0,171.9,195.9,-20.4,-1530.0,-1730.0,-73617.0,-65617.0,-65957.0
2025-05-27,2025-05-29,2,Tuesday,09:30,12:00,24814.0,24800,25000,0.75,-0.49,0.892,1.076,18.95,225.9,210.6,436.5,324.55,132.25,456.8,-20.3,-1523.0,-1723.0,-73298.0,-65298.0,-65638.0
2025-07-21,2025-07-24,3,Monday,09:30,15:25,24949.8,24950,25000,0.201,-0.23,0.521,0.807,10.39,96.9,119.65,216.55,199.65,37.15,236.8,-20.25,-1519.0,-1719.0,-73138.0,-65138.0,-65479.0
2025-05-26,2025-05-29,3,Monday,09:30,12:00,25086.5,25100,25000,0.345,0.241,0.22,0.756,19.27,197.9,207.35,405.25,182.1,243.3,425.4,-20.15,-1511.0,-1711.0,-72819.0,-64819.0,-65160.0
2025-08-06,2025-08-07,1,Wednesday,10:30,11:00,24682.7,24700,24700,0.07,-0.033,0.085,0.34,8.46,44.75,123.95,168.7,32.3,156.1,188.4,-19.7,-1477.0,-1677.0,-71383.0,-63383.0,-63723.0
2025-05-12,2025-05-15,3,Monday,10:30,12:00,24800.0,24800,24000,3.226,1.594,1.289,1.716,13.84,130.45,216.2,346.65,144.25,222.0,366.25,-19.6,-1470.0,-1670.0,-71064.0,-63064.0,-63404.0
2026-04-29,2026-05-05,4,Wednesday,10:30,15:25,24381.0,24400,24100,1.153,0.558,1.044,1.16,30.09,153.95,241.0,394.95,97.0,317.55,414.55,-19.6,-1470.0,-1670.0,-71064.0,-63064.0,-63404.0
2025-06-03,2025-06-05,2,Tuesday,10:30,12:00,24855.1,24850,24800,0.222,0.105,0.029,0.861,19.23,171.0,255.6,426.6,123.0,323.2,446.2,-19.6,-1470.0,-1670.0,-71064.0,-63064.0,-63404.0
2026-04-30,2026-05-05,3,Thursday,09:30,12:00,23945.3,23950,24000,0.228,-0.689,0.699,0.962,30.22,148.25,223.25,371.5,137.55,253.4,390.95,-19.45,-1459.0,-1659.0,-70585.0,-62585.0,-62926.0
2025-05-13,2025-05-15,2,Tuesday,09:30,11:00,24832.3,24850,26000,4.702,-0.363,0.877,1.214,20.6,139.2,247.5,386.7,153.25,252.9,406.15,-19.45,-1459.0,-1659.0,-70585.0,-62585.0,-62926.0
2025-11-13,2025-11-18,3,Thursday,09:30,15:25,25962.0,25950,25800,0.624,-0.104,0.177,0.4,13.49,111.6,143.9,255.5,118.85,156.0,274.85,-19.35,-1451.0,-1651.0,-70266.0,-62266.0,-62606.0
2025-05-20,2025-05-22,2,Tuesday,10:00,13:00,24954.0,24950,25000,0.184,0.301,0.353,0.539,20.13,115.7,167.2,282.9,83.1,218.85,301.95,-19.05,-1429.0,-1629.0,-69309.0,-61309.0,-61649.0
2025-05-13,2025-05-15,2,Tuesday,10:00,11:00,24811.0,24800,26000,4.792,-0.363,0.877,1.214,20.6,151.9,230.5,382.4,176.2,225.2,401.4,-19.0,-1425.0,-1625.0,-69149.0,-61149.0,-61489.0
2025-09-19,2025-09-23,2,Friday,09:30,12:00,25418.2,25400,25400,0.072,-0.141,0.311,0.51,7.74,63.15,86.25,149.4,46.95,121.45,168.4,-19.0,-1425.0,-1625.0,-69149.0,-61149.0,-61489.0
2025-10-08,2025-10-14,4,Wednesday,10:30,15:25,25212.5,25200,25200,0.05,-0.088,0.056,0.424,9.35,81.75,131.1,212.85,45.9,185.9,231.8,-18.95,-1421.0,-1621.0,-68989.0,-60989.0,-61330.0
2025-10-24,2025-10-28,2,Friday,10:00,15:25,25949.4,25950,26000,0.195,0.116,0.42,0.547,12.63,106.0,104.15,210.15,44.2,184.85,229.05,-18.9,-1418.0,-1618.0,-68830.0,-60830.0,-61170.0
2026-04-09,2026-04-13,2,Thursday,09:30,11:00,24000.1,24000,24000,0.0,-0.528,0.261,0.833,32.52,179.8,224.0,403.8,133.05,289.45,422.5,-18.7,-1402.0,-1602.0,-68191.0,-60191.0,-60532.0
2025-07-11,2025-07-17,4,Friday,10:30,13:00,25295.8,25300,25500,0.807,-0.311,0.118,0.363,11.45,104.75,144.05,248.8,82.4,185.05,267.45,-18.65,-1399.0,-1599.0,-68032.0,-60032.0,-60372.0
2026-01-05,2026-01-06,1,Monday,10:30,12:00,26485.2,26500,26300,0.699,0.082,0.049,0.451,9.27,13.4,154.55,167.95,8.5,178.1,186.6,-18.65,-1399.0,-1599.0,-68032.0,-60032.0,-60372.0
2025-12-10,2025-12-16,4,Wednesday,10:00,12:00,25995.3,26000,26000,0.018,-0.295,0.59,0.69,10.8,91.9,166.95,258.85,69.45,208.0,277.45,-18.6,-1395.0,-1595.0,-67872.0,-59872.0,-60213.0
2026-04-01,2026-04-07,4,Wednesday,09:30,15:25,22995.0,23000,23000,0.022,2.328,0.164,0.832,26.76,275.6,345.0,620.6,182.45,456.75,639.2,-18.6,-1395.0,-1595.0,-67872.0,-59872.0,-60213.0
2026-03-18,2026-03-24,4,Wednesday,09:30,13:00,23748.0,23750,23700,0.202,0.208,0.331,0.529,18.95,206.75,230.1,436.85,239.15,216.3,455.45,-18.6,-1395.0,-1595.0,-67872.0,-59872.0,-60213.0
2026-02-19,2026-02-24,3,Thursday,10:00,11:00,25781.1,25800,25800,0.073,0.084,0.363,0.533,14.98,112.35,126.6,238.95,101.75,155.75,257.5,-18.55,-1391.0,-1591.0,-67713.0,-59713.0,-60053.0
2025-07-30,2025-07-31,1,Wednesday,10:30,12:00,24809.1,24800,24800,0.037,0.006,0.145,0.333,7.33,75.1,63.05,138.15,122.8,33.8,156.6,-18.45,-1384.0,-1584.0,-67394.0,-59394.0,-59734.0
2026-02-26,2026-03-02,2,Thursday,09:30,12:00,25659.6,25650,25500,0.622,0.215,0.006,0.347,15.68,80.6,194.1,274.7,58.1,235.0,293.1,-18.4,-1380.0,-1580.0,-67234.0,-59234.0,-59574.0
2025-10-30,2025-11-04,3,Thursday,09:30,12:00,26120.3,26100,26000,0.461,-0.234,0.456,0.68,13.5,89.6,180.3,269.9,67.2,221.05,288.25,-18.35,-1376.0,-1576.0,-67074.0,-59074.0,-59415.0
2025-10-27,2025-10-28,1,Monday,09:30,13:00,25954.1,25950,25900,0.208,0.336,0.531,0.671,12.57,80.0,76.8,156.8,122.55,52.55,175.1,-18.3,-1372.0,-1572.0,-66915.0,-58915.0,-59255.0
2025-10-31,2025-11-04,2,Friday,10:30,11:00,25990.0,26000,26000,0.038,-0.097,0.058,0.574,13.39,58.4,181.7,240.1,49.5,208.8,258.3,-18.2,-1365.0,-1565.0,-66596.0,-58596.0,-58936.0
2025-10-30,2025-11-04,3,Thursday,09:30,13:00,26120.3,26100,26000,0.461,-0.234,0.456,0.68,13.5,89.6,180.3,269.9,64.55,223.5,288.05,-18.15,-1361.0,-1561.0,-66436.0,-58436.0,-58777.0
2025-06-18,2025-06-19,1,Wednesday,09:30,15:25,24931.8,24950,24900,0.128,-0.079,0.3,0.659,11.63,74.8,122.15,196.95,29.7,185.3,215.0,-18.05,-1354.0,-1554.0,-66117.0,-58117.0,-58457.0
2026-03-16,2026-03-17,1,Monday,10:30,15:25,23120.3,23100,23200,0.345,0.029,0.612,1.171,18.55,165.55,199.0,364.55,313.3,69.25,382.55,-18.0,-1350.0,-1550.0,-65957.0,-57957.0,-58298.0
2025-05-26,2025-05-29,3,Monday,09:30,11:00,25086.5,25100,25000,0.345,0.241,0.22,0.756,19.27,197.9,207.35,405.25,170.7,252.5,423.2,-17.95,-1346.0,-1546.0,-65798.0,-57798.0,-58138.0
2025-07-14,2025-07-17,3,Monday,10:00,13:00,25192.0,25200,25500,1.223,-0.297,0.241,0.534,11.05,89.6,139.35,228.95,54.45,192.45,246.9,-17.95,-1346.0,-1546.0,-65798.0,-57798.0,-58138.0
2025-05-07,2025-05-08,1,Wednesday,09:30,11:00,24503.7,24500,24400,0.423,-0.291,0.307,0.935,14.19,52.85,141.4,194.25,18.0,194.0,212.0,-17.75,-1331.0,-1531.0,-65160.0,-57160.0,-57500.0
2026-01-08,2026-01-13,3,Thursday,09:30,11:00,26160.8,26150,26200,0.15,-0.183,0.164,0.302,8.33,61.6,127.2,188.8,50.95,155.45,206.4,-17.6,-1320.0,-1520.0,-64681.0,-56681.0,-57021.0
2025-12-04,2025-12-09,3,Thursday,10:30,12:00,26220.0,26200,26000,0.839,-0.144,0.441,0.589,10.06,71.25,162.05,233.3,50.4,200.5,250.9,-17.6,-1320.0,-1520.0,-64681.0,-56681.0,-57021.0
2025-09-05,2025-09-09,2,Friday,10:00,15:25,24893.0,24900,24800,0.374,0.078,0.187,0.831,10.12,45.0,132.2,177.2,36.0,158.65,194.65,-17.45,-1309.0,-1509.0,-64202.0,-56202.0,-56543.0
2026-01-21,2026-01-27,4,Wednesday,09:30,15:25,25293.7,25300,26000,2.792,-0.125,0.367,0.768,9.53,148.5,153.9,302.4,90.85,229.0,319.85,-17.45,-1309.0,-1509.0,-64202.0,-56202.0,-56543.0
2025-04-29,2025-04-30,1,Tuesday,09:30,15:25,24512.0,24500,24400,0.457,0.126,0.221,0.62,18.12,44.15,147.1,191.25,13.0,195.65,208.65,-17.4,-1305.0,-1505.0,-64043.0,-56043.0,-56383.0
2025-06-02,2025-06-05,3,Monday,10:30,11:00,24705.0,24700,24800,0.385,-0.213,0.419,0.806,19.39,165.7,252.45,418.15,183.55,251.95,435.5,-17.35,-1301.0,-1501.0,-63883.0,-55883.0,-56223.0
2025-12-29,2025-12-30,1,Monday,09:30,15:25,26072.7,26050,26000,0.279,0.084,0.168,0.274,7.56,67.15,42.65,109.8,19.95,107.15,127.1,-17.3,-1297.0,-1497.0,-63723.0,-55723.0,-56064.0
2025-05-30,2025-06-05,4,Friday,10:00,13:00,24925.3,24950,24800,0.503,0.437,0.246,0.52,19.53,154.15,268.35,422.5,139.65,300.0,439.65,-17.15,-1286.0,-1486.0,-63245.0,-55245.0,-55585.0
2025-08-12,2025-08-14,2,Tuesday,10:00,13:00,24739.3,24750,24600,0.563,-0.036,0.326,0.687,9.57,69.85,121.8,191.65,35.0,173.7,208.7,-17.05,-1279.0,-1479.0,-62926.0,-54926.0,-55266.0
2025-05-13,2025-05-15,2,Tuesday,09:30,12:00,24832.3,24850,26000,4.702,-0.363,0.877,1.214,20.6,139.2,247.5,386.7,127.5,276.15,403.65,-16.95,-1271.0,-1471.0,-62606.0,-54606.0,-54947.0
2025-12-01,2025-12-02,1,Monday,10:00,11:00,26442.8,26450,26300,0.54,0.224,0.005,0.242,10.33,17.85,176.85,194.7,11.75,199.85,211.6,-16.9,-1268.0,-1468.0,-62447.0,-54447.0,-54787.0
2026-01-05,2026-01-06,1,Monday,10:30,13:00,26485.2,26500,26300,0.699,0.082,0.049,0.451,9.27,13.4,154.55,167.95,7.5,177.35,184.85,-16.9,-1267.0,-1467.0,-62447.0,-54447.0,-54787.0
2025-09-29,2025-09-30,1,Monday,10:00,12:00,24812.0,24800,24700,0.451,0.223,0.264,0.498,7.39,70.65,58.3,128.95,33.35,112.45,145.8,-16.85,-1264.0,-1464.0,-62287.0,-54287.0,-54628.0
2026-02-20,2026-02-24,2,Friday,10:00,11:00,25527.6,25550,25500,0.108,0.02,0.583,0.766,16.08,119.4,141.7,261.1,164.5,112.95,277.45,-16.35,-1226.0,-1426.0,-60691.0,-52691.0,-53032.0
2026-01-09,2026-01-13,2,Friday,09:30,11:00,25978.9,26000,26000,0.081,0.004,0.124,0.366,9.01,51.15,145.95,197.1,36.8,176.6,213.4,-16.3,-1222.0,-1422.0,-60532.0,-52532.0,-52872.0
2025-11-27,2025-12-02,3,Thursday,10:00,12:00,26465.7,26450,26000,1.76,0.042,0.242,0.301,11.09,63.15,189.25,252.4,41.9,226.75,268.65,-16.25,-1219.0,-1419.0,-60372.0,-52372.0,-52713.0
2026-04-30,2026-05-05,3,Thursday,10:00,11:00,23910.0,23900,24000,0.376,-0.689,0.699,0.962,30.22,166.05,213.6,379.65,155.2,240.55,395.75,-16.1,-1208.0,-1408.0,-59894.0,-51894.0,-52234.0
2026-01-12,2026-01-13,1,Monday,10:00,13:00,25670.0,25650,25700,0.117,-0.732,0.329,0.593,8.78,51.6,115.3,166.9,128.5,54.5,183.0,-16.1,-1207.0,-1407.0,-59894.0,-51894.0,-52234.0
2025-12-29,2025-12-30,1,Monday,10:30,13:00,26035.0,26050,26000,0.134,0.084,0.168,0.274,7.56,42.15,57.85,100.0,22.55,93.45,116.0,-16.0,-1200.0,-1400.0,-59574.0,-51574.0,-51915.0
2025-05-13,2025-05-15,2,Tuesday,09:30,15:25,24832.3,24850,26000,4.702,-0.363,0.877,1.214,20.6,139.2,247.5,386.7,49.95,352.7,402.65,-15.95,-1196.0,-1396.0,-59415.0,-51415.0,-51755.0
2025-09-19,2025-09-23,2,Friday,09:30,11:00,25418.2,25400,25400,0.072,-0.141,0.311,0.51,7.74,63.15,86.25,149.4,50.4,114.9,165.3,-15.9,-1193.0,-1393.0,-59255.0,-51255.0,-51596.0
2025-12-10,2025-12-16,4,Wednesday,09:30,11:00,25999.5,26000,26000,0.002,-0.295,0.59,0.69,10.8,95.65,170.1,265.75,72.35,209.3,281.65,-15.9,-1192.0,-1392.0,-59255.0,-51255.0,-51596.0
2025-04-23,2025-04-24,1,Wednesday,10:30,11:00,24245.2,24250,24300,0.226,0.604,0.309,0.678,,81.1,85.55,166.65,46.35,136.1,182.45,-15.8,-1185.0,-1385.0,-58936.0,-50936.0,-51277.0
2025-11-27,2025-12-02,3,Thursday,10:00,13:00,26465.7,26450,26000,1.76,0.042,0.242,0.301,11.09,63.15,189.25,252.4,40.05,228.1,268.15,-15.75,-1181.0,-1381.0,-58777.0,-50777.0,-51117.0
2026-03-19,2026-03-24,3,Thursday,09:30,12:00,23319.0,23300,23300,0.081,-2.393,0.294,0.816,19.76,225.9,231.25,457.15,194.55,278.25,472.8,-15.65,-1174.0,-1374.0,-58457.0,-50457.0,-50798.0
2025-07-21,2025-07-24,3,Monday,09:30,12:00,24949.8,24950,25000,0.201,-0.23,0.521,0.807,10.39,96.9,119.65,216.55,177.4,54.8,232.2,-15.65,-1174.0,-1374.0,-58457.0,-50457.0,-50798.0
2025-06-03,2025-06-05,2,Tuesday,10:30,11:00,24855.1,24850,24800,0.222,0.105,0.029,0.861,19.23,171.0,255.6,426.6,127.65,314.6,442.25,-15.65,-1174.0,-1374.0,-58457.0,-50457.0,-50798.0
2025-06-24,2025-06-26,2,Tuesday,09:30,11:00,25211.3,25200,25000,0.838,0.321,0.295,0.591,10.66,123.45,108.1,231.55,149.6,97.55,247.15,-15.6,-1170.0,-1370.0,-58298.0,-50298.0,-50638.0
2026-01-16,2026-01-20,2,Friday,10:30,12:00,25941.6,25950,25700,0.931,0.218,0.613,0.779,9.16,87.0,137.1,224.1,48.1,191.55,239.65,-15.55,-1166.0,-1366.0,-58138.0,-50138.0,-50479.0
2025-07-09,2025-07-10,1,Wednesday,10:30,15:25,25621.0,25600,25500,0.472,-0.125,0.079,0.28,12.46,46.0,98.9,144.9,28.2,132.15,160.35,-15.45,-1159.0,-1359.0,-57819.0,-49819.0,-50160.0
2025-07-11,2025-07-17,4,Friday,10:30,15:25,25295.8,25300,25500,0.807,-0.311,0.118,0.363,11.45,104.75,144.05,248.8,74.0,190.2,264.2,-15.4,-1155.0,-1355.0,-57660.0,-49660.0,-50000.0
2026-01-16,2026-01-20,2,Friday,10:00,11:00,25812.7,25800,25700,0.437,0.218,0.613,0.779,9.16,91.95,118.05,210.0,146.8,78.25,225.05,-15.05,-1129.0,-1329.0,-56543.0,-48543.0,-48883.0
2025-06-03,2025-06-05,2,Tuesday,10:00,13:00,24753.8,24750,24800,0.187,0.105,0.029,0.861,19.23,174.1,267.65,441.75,129.0,327.8,456.8,-15.05,-1129.0,-1329.0,-56543.0,-48543.0,-48883.0
2025-07-25,2025-07-31,4,Friday,10:00,12:00,24951.8,24950,25000,0.193,-0.283,0.476,0.572,9.15,124.8,126.05,250.85,91.85,174.0,265.85,-15.0,-1125.0,-1325.0,-56383.0,-48383.0,-48723.0
2025-11-19,2025-11-25,4,Wednesday,10:00,13:00,25948.6,25950,26000,0.198,0.024,0.154,0.438,11.59,144.05,142.15,286.2,197.75,103.3,301.05,-14.85,-1114.0,-1314.0,-55904.0,-47904.0,-48245.0
2025-08-29,2025-09-02,2,Friday,09:30,15:25,24654.0,24650,24500,0.625,0.612,0.016,0.387,10.6,64.65,160.3,224.95,28.4,211.35,239.75,-14.8,-1110.0,-1310.0,-55745.0,-47745.0,-48085.0
2026-03-23,2026-03-24,1,Monday,09:30,12:00,22723.1,22700,22700,0.102,-1.404,1.163,1.262,21.75,222.15,218.65,440.8,150.95,304.55,455.5,-14.7,-1102.0,-1302.0,-55426.0,-47426.0,-47766.0
2025-07-25,2025-07-31,4,Friday,10:00,11:00,24951.8,24950,25000,0.193,-0.283,0.476,0.572,9.15,124.8,126.05,250.85,98.9,166.65,265.55,-14.7,-1103.0,-1303.0,-55426.0,-47426.0,-47766.0
2026-04-01,2026-04-07,4,Wednesday,10:00,12:00,22996.0,23000,23000,0.017,2.328,0.164,0.832,26.76,267.1,335.85,602.95,213.4,404.2,617.6,-14.65,-1099.0,-1299.0,-55266.0,-47266.0,-47606.0
2025-11-27,2025-12-02,3,Thursday,10:30,12:00,26455.0,26450,26000,1.72,0.042,0.242,0.301,11.09,55.65,198.5,254.15,41.9,226.75,268.65,-14.5,-1087.0,-1287.0,-54787.0,-46787.0,-47128.0
2026-03-19,2026-03-24,3,Thursday,09:30,11:00,23319.0,23300,23300,0.081,-2.393,0.294,0.816,19.76,225.9,231.25,457.15,206.85,264.8,471.65,-14.5,-1088.0,-1288.0,-54787.0,-46787.0,-47128.0
